hour,minute,second,brightness,elapsedSeconds,isSunset,isManualMode
7,10,0,89,3179,0,0
7,11,0,90,3239,0,0
7,12,0,92,3299,0,0
7,13,0,93,3359,0,0
7,14,0,95,3419,0,0
7,15,0,96,3479,0,0
7,16,0,98,3539,0,0
7,17,0,99,3599,0,0
7,18,0,100,3659,0,0
7,19,0,100,3719,0,0
7,20,0,100,3779,0,0
7,21,0,100,3839,0,0
7,22,0,100,3899,0,0
7,23,0,100,3959,0,0
7,24,0,100,4019,0,0
7,25,0,100,4079,0,0
7,26,0,100,4139,0,0
7,27,0,100,4199,0,0
7,28,0,100,4259,0,0
7,29,0,100,4319,0,0
7,30,0,100,4379,0,0
7,31,0,100,4439,0,0
7,32,0,100,4499,0,0
7,33,0,100,4559,0,0
7,34,0,100,4619,0,0
7,35,0,100,4679,0,0
7,36,0,100,4739,0,0
7,37,0,100,4799,0,0
7,38,0,100,4859,0,0
7,39,0,100,4919,0,0
7,40,0,100,4979,0,0
7,41,0,100,5039,0,0
7,42,0,100,5099,0,0
7,43,0,100,5159,0,0
7,44,0,100,5219,0,0
7,45,0,100,5279,0,0
7,46,0,100,5339,0,0
7,47,0,100,5399,0,0
7,48,0,100,5459,0,0
7,49,0,100,5519,0,0
7,50,0,100,5579,0,0
7,51,0,100,5639,0,0
7,52,0,100,5699,0,0
7,53,0,100,5759,0,0
7,54,0,100,5820,0,0
7,55,0,100,5879,0,0
7,56,0,100,5939,0,0
7,57,0,100,5999,0,0
7,58,0,100,6059,0,0
7,59,0,100,6119,0,0
8,0,0,100,6179,0,0
8,1,0,100,6239,0,0
8,2,0,100,6299,0,0
8,3,0,100,6359,0,0
8,4,0,100,6419,0,0
8,5,0,100,6479,0,0
8,6,0,100,6539,0,0
8,7,0,100,6599,0,0
8,8,0,100,6659,0,0
8,9,0,100,6719,0,0
8,10,0,100,6779,0,0
8,11,0,100,6839,0,0
