hour,minute,second,brightness,elapsedSeconds,isSunset,isManualMode
8,0,0,100,6119,0,0
8,1,0,100,6179,0,0
8,2,0,100,6239,0,0
8,3,0,100,6299,0,0
8,4,0,100,6359,0,0
8,5,0,100,6419,0,0
8,6,0,100,6479,0,0
8,7,0,100,6539,0,0
8,8,0,100,6599,0,0
8,9,0,100,6659,0,0
8,10,0,100,6719,0,0
8,11,0,100,6779,0,0
8,12,0,100,6839,0,0
8,13,0,100,6899,0,0
8,14,0,100,6959,0,0
8,15,0,100,7019,0,0
8,16,0,100,7079,0,0
8,17,0,100,7139,0,0
8,18,0,100,7199,0,0
8,19,0,100,7259,0,0
8,20,0,100,7319,0,0
8,21,0,100,7379,0,0
8,22,0,100,7439,0,0
8,23,0,100,7499,0,0
8,24,0,100,7559,0,0
8,25,0,100,7619,0,0
8,26,0,100,7679,0,0
8,27,0,100,7739,0,0
8,28,0,100,7799,0,0
8,29,0,100,7859,0,0
8,30,0,100,7919,0,0
8,31,0,100,7979,0,0
8,32,0,100,8039,0,0
8,33,0,100,8099,0,0
8,34,0,100,8159,0,0
8,35,0,100,8219,0,0
8,36,0,100,8279,0,0
8,37,0,100,8339,0,0
8,38,0,100,8399,0,0
8,39,0,100,8459,0,0
8,40,0,100,8519,0,0
8,41,0,100,8579,0,0
8,42,0,100,8639,0,0
8,43,0,100,8699,0,0
8,44,0,100,8759,0,0
8,45,0,100,8819,0,0
8,46,0,100,8879,0,0
8,47,0,100,8939,0,0
8,48,0,100,8999,0,0
8,49,0,100,9059,0,0
8,50,0,100,9119,0,0
8,51,0,100,9179,0,0
8,52,0,100,9239,0,0
8,53,0,100,9299,0,0
8,54,0,100,9359,0,0
8,55,0,100,9419,0,0
8,56,0,100,9479,0,0
8,57,0,100,9539,0,0
8,58,0,100,9599,0,0
8,59,0,100,9659,0,0
9,0,0,100,9719,0,0
9,1,0,100,9779,0,0
9,2,0,100,9839,0,0
9,3,0,100,9899,0,0
9,4,0,100,9959,0,0
9,5,0,100,10019,0,0
9,6,0,100,10079,0,0
9,7,0,100,10139,0,0
9,8,0,100,10199,0,0
9,9,0,100,10259,0,0
9,10,0,100,10319,0,0
9,11,0,100,10379,0,0
9,12,0,100,10439,0,0
9,13,0,100,10499,0,0
9,14,0,100,10559,0,0
9,15,0,100,10619,0,0
9,16,0,100,10679,0,0
9,17,0,100,10739,0,0
9,18,0,100,10799,0,0
9,19,0,100,10859,0,0
9,20,0,100,10919,0,0
9,21,0,100,10979,0,0
9,22,0,100,11039,0,0
9,23,0,100,11099,0,0
9,24,0,100,11159,0,0
9,25,0,100,11219,0,0
9,26,0,100,11279,0,0
9,27,0,100,11339,0,0
9,28,0,100,11399,0,0
9,29,0,100,11459,0,0
9,30,0,100,11519,0,0
9,31,0,100,11579,0,0
9,32,0,100,11639,0,0
9,33,0,100,11699,0,0
9,34,0,100,11759,0,0
9,35,0,100,11819,0,0
9,36,0,100,11879,0,0
9,37,0,100,11939,0,0
9,38,0,100,11999,0,0
9,39,0,100,12059,0,0
9,40,0,100,12119,0,0
9,41,0,100,12179,0,0
9,42,0,100,12239,0,0
9,43,0,100,12299,0,0
9,44,0,100,12359,0,0
9,45,0,100,12419,0,0
9,46,0,100,12479,0,0
9,47,0,100,12539,0,0
9,48,0,100,12599,0,0
9,49,0,100,12659,0,0
9,50,0,100,12719,0,0
9,51,0,100,12779,0,0
9,52,0,100,12839,0,0
9,53,0,100,12899,0,0
9,54,0,100,12959,0,0
9,55,0,100,13019,0,0
9,56,0,100,13079,0,0
9,57,0,100,13139,0,0
9,58,0,100,13199,0,0
9,59,0,100,13259,0,0
10,0,0,100,13319,0,0
10,1,0,100,13379,0,0
10,2,0,100,13439,0,0
10,3,0,100,13499,0,0
10,4,0,100,13559,0,0
10,5,0,100,13619,0,0
10,6,0,100,13679,0,0
10,7,0,100,13739,0,0
10,8,0,100,13799,0,0
10,9,0,100,13859,0,0
10,10,0,100,13919,0,0
10,11,0,100,13979,0,0
10,12,0,100,14039,0,0
10,13,0,100,14099,0,0
10,14,0,100,14159,0,0
10,15,0,100,14219,0,0
10,16,0,100,14279,0,0
10,17,0,100,14339,0,0
10,18,0,100,14399,0,0
10,19,0,100,14459,0,0
10,20,0,100,14519,0,0
10,21,0,100,14579,0,0
10,22,0,100,14639,0,0
10,23,0,100,14699,0,0
10,24,0,100,14759,0,0
10,25,0,100,14819,0,0
10,26,0,100,14879,0,0
10,27,0,100,14939,0,0
10,28,0,100,14999,0,0
10,29,0,100,15059,0,0
10,30,0,100,15119,0,0
10,31,0,100,15179,0,0
10,32,0,100,15239,0,0
10,33,0,100,15299,0,0
10,34,0,100,15359,0,0
10,35,0,100,15419,0,0
10,36,0,100,15479,0,0
10,37,0,100,15539,0,0
10,38,0,100,15599,0,0
10,39,0,100,15659,0,0
10,40,0,100,15719,0,0
10,41,0,100,15779,0,0
10,42,0,100,15839,0,0
10,43,0,100,15899,0,0
10,44,0,100,15959,0,0
10,45,0,100,16019,0,0
10,46,0,100,16079,0,0
10,47,0,100,16139,0,0
10,48,0,100,16199,0,0
10,49,0,100,16259,0,0
