timestamp,brightness,unit
7/6/2023 9:57:00 AM,2.31E-09,W
7/6/2023 9:57:01 AM,2.21E-09,W
7/6/2023 9:57:02 AM,1.82E-09,W
7/6/2023 9:57:03 AM,1.87E-09,W
7/6/2023 9:57:04 AM,1.84E-09,W
7/6/2023 9:57:05 AM,1.79E-09,W
7/6/2023 9:57:06 AM,1.76E-09,W
7/6/2023 9:57:07 AM,1.64E-09,W
7/6/2023 9:57:08 AM,1.64E-09,W
7/6/2023 9:57:10 AM,1.60E-09,W
7/6/2023 9:57:11 AM,1.61E-09,W
7/6/2023 9:57:12 AM,1.56E-09,W
7/6/2023 9:57:13 AM,1.55E-09,W
7/6/2023 9:57:14 AM,1.52E-09,W
7/6/2023 9:57:15 AM,1.46E-09,W
7/6/2023 9:57:16 AM,1.39E-09,W
7/6/2023 9:57:17 AM,1.45E-09,W
7/6/2023 9:57:18 AM,1.40E-09,W
7/6/2023 9:57:19 AM,1.40E-09,W
7/6/2023 9:57:20 AM,1.40E-09,W
7/6/2023 9:57:21 AM,1.37E-09,W
7/6/2023 9:57:22 AM,1.32E-09,W
7/6/2023 9:57:23 AM,1.19E-09,W
7/6/2023 9:57:24 AM,1.23E-09,W
7/6/2023 9:57:25 AM,1.28E-09,W
7/6/2023 9:57:26 AM,1.33E-09,W
7/6/2023 9:57:27 AM,1.23E-09,W
7/6/2023 9:57:28 AM,1.29E-09,W
7/6/2023 9:57:29 AM,1.30E-09,W
7/6/2023 9:57:31 AM,1.32E-09,W
7/6/2023 9:57:32 AM,1.32E-09,W
7/6/2023 9:57:33 AM,1.27E-09,W
7/6/2023 9:57:34 AM,1.26E-09,W
7/6/2023 9:57:35 AM,1.26E-09,W
7/6/2023 9:57:36 AM,1.25E-09,W
7/6/2023 9:57:37 AM,1.25E-09,W
7/6/2023 9:57:38 AM,1.26E-09,W
7/6/2023 9:57:39 AM,1.25E-09,W
7/6/2023 9:57:40 AM,1.25E-09,W
7/6/2023 9:57:41 AM,1.22E-09,W
7/6/2023 9:57:42 AM,1.22E-09,W
7/6/2023 9:57:43 AM,1.22E-09,W
7/6/2023 9:57:44 AM,1.20E-09,W
7/6/2023 9:57:45 AM,1.21E-09,W
7/6/2023 9:57:46 AM,1.23E-09,W
7/6/2023 9:57:47 AM,1.20E-09,W
7/6/2023 9:57:48 AM,1.16E-09,W
7/6/2023 9:57:49 AM,1.12E-09,W
7/6/2023 9:57:50 AM,1.17E-09,W
7/6/2023 9:57:52 AM,1.19E-09,W
7/6/2023 9:57:53 AM,1.15E-09,W
7/6/2023 9:57:54 AM,1.14E-09,W
7/6/2023 9:57:55 AM,1.17E-09,W
7/6/2023 9:57:56 AM,1.26E-09,W
7/6/2023 9:57:57 AM,1.20E-09,W
7/6/2023 9:57:58 AM,1.15E-09,W
7/6/2023 9:57:59 AM,1.20E-09,W
7/6/2023 9:58:00 AM,1.16E-09,W
7/6/2023 9:58:01 AM,1.19E-09,W
7/6/2023 9:58:02 AM,1.15E-09,W
7/6/2023 9:58:03 AM,1.01E-09,W
7/6/2023 9:58:04 AM,1.13E-09,W
7/6/2023 9:58:05 AM,1.13E-09,W
7/6/2023 9:58:06 AM,1.13E-09,W
7/6/2023 9:58:07 AM,1.10E-09,W
7/6/2023 9:58:08 AM,1.12E-09,W
7/6/2023 9:58:09 AM,1.17E-09,W
7/6/2023 9:58:10 AM,1.08E-09,W
7/6/2023 9:58:12 AM,1.13E-09,W
7/6/2023 9:58:13 AM,1.13E-09,W
7/6/2023 9:58:14 AM,1.13E-09,W
7/6/2023 9:58:15 AM,1.14E-09,W
7/6/2023 9:58:16 AM,1.10E-09,W
7/6/2023 9:58:17 AM,1.12E-09,W
7/6/2023 9:58:18 AM,1.11E-09,W
7/6/2023 9:58:19 AM,1.12E-09,W
7/6/2023 9:58:20 AM,1.11E-09,W
7/6/2023 9:58:21 AM,1.07E-09,W
